Name,Listing Type,Feature Tag,Price,Location,Room Count,Area
Yenibosna S Life'ta 65m2 Kiralık 1+1 Daire,No type,No tag,16000,"Yenibosna Merkez, Bahçelievler",1+1,65
Yeni Binada 1+1 Kapalı Garajlı 80 m2 Sıfır Kiralık Daire,No type,No tag,35000,"Şenlikköy, Bakırköy",1+1,80
Esenler Fevzi Çakmak'ta Kiralık Daire,No type,No tag,9000,"Fevzi Çakmak, Esenler",1+1,75
KÖY ZEKERİYAKÖY PROJESİ 3. ETAP 2+1 BAHÇELİ KİRALIK DAİRE,No type,No tag,80000,"Zekeriyaköy, Sarıyer",2+1,247
BEYLİKDÜZÜ MARMARA PARK KARŞISINDA SIFIR EŞYALI,No type,No tag,25000,"Barış, Beylikdüzü",1+1,74
KURTKÖY HAVUZLU VE 7/24 GÜVENLİKLİ SİTEDE 2+1 KİRALIK DAİRE,No type,No tag,22500,"Çamlık, Pendik",2+1,80
GÖKTÜRK DE EN İYİ SİTEDE EN GÜZEL BAHÇE KATI EŞYALI 2+1 KİRALIK,No type,No tag,60000,"Göktürk Merkez, Eyüpsultan",2+1,130
GAZİOSMANPAŞA ULTRA LÜX KONFORLU JAKUZİLİ GÜNLÜK KİRALIK DAİRE,No type,No tag,499,"Bağlarbaşı, Gaziosmanpaşa",1+1,70
Esenler Birlik'te Kiralık Daire,No type,No tag,10000,"Birlik, Esenler",2+1,70
KAĞITHANE HEP RESİDENCE 1+1 KİRALIK SIFIR EŞYALI DAİRE,No type,No tag,30000,"Yahya Kemal, Kağıthane",1+1,91
VALİKONAĞI CADDESİNDE YENİLENMİŞ MANZARALI 5+1 KİRALIK DAİRE,No type,No tag,275000,"Harbiye, Şişli",5+1,260
ATAŞEHİR YENİŞEHİR'DE 3+1 120 M2 BOYALI TEMİZ KİRALIK DAİRE,No type,No tag,23500,"Yenişehir, Ataşehir",3+1,120
NİŞANTAŞI HERŞEY DAHİL FULL EŞYALI KİRALIK 3+1 DAİRE,No type,No tag,60000,"Meşrutiyet, Şişli",3+1,120
"Acıbadem' de Kiralık, 80 M2 Net, Full Eşyalı 2+1, Arakat Daire",No type,No tag,26000,"Acıbadem, Kadıköy",2+1,105
Kozyatağı Şanlıer Sokakta Minibüse yakın asansörlü otoparklı 2+1,No type,No tag,19500,"Kozyatağı, Kadıköy",2+1,90
OTOPARKLI BİNADA KİRALIK 2+1 ARAKAT DAİRE,No type,No tag,13000,"Çınar, Esenyurt",2+1,95
Beylikdüzü Yaşam vadisi-denizi manzaralı temiz dubleks daire,No type,No tag,20000,"Barış, Beylikdüzü",3+2,250
CORNER LİFE SİTESİNDE LÜX EŞYALI KİRALIK 1+1 OTURUMA HAZIR DAİRE,No type,No tag,19000,"Mahmutbey, Bağcılar",1+1,75
Beylikdüzü N Towers Ferah Geniş Sitede 112 M2 2+1 Kiralık Daire,No type,No tag,13000,"Akevler, Esenyurt",2+1,112
Metropol İstanbul Kiralık Eşyalı Stüdyo Karma Blok,No type,No tag,25000,"Atatürk, Ataşehir",1+0,47
DİKİLİTAŞ 3+1 FULL EŞYALI AÇIK OTOPARKLI KİRALIK DAİRE,No type,No tag,40000,"Dikilitaş, Beşiktaş",3+1,135
GÜVENLİKLİ SİTEDE HAVUZLU VE EŞYALI DAİRE,No type,No tag,15000,"Akevler, Esenyurt",1+1,68
BEYKENT MERKEZDE ÜNİVERSİTE VE HASTANE YANI METROBÜSE 300 METRE,No type,No tag,15000,"Cumhuriyet, Büyükçekmece",3+1,155
BEYKENT MERKEZDE ÜNİVERSİTE VE HASTANE YANI METROBÜSE 300 METRE,No type,No tag,17000,"Adnan Kahveci, Beylikdüzü",3+1,155
Deniz İstanbul 4+1 Deniz Manzaralı Daire,No type,No tag,65000,"Marmara, Beylikdüzü",4+1,220
Avcılar Ambarlı'da Kiralık Daire,No type,No tag,9000,"Ambarlı, Avcılar",3+1,135
KAĞITHANE HEP RESİDENCE 1+1 KİRALIK SIFIR EŞYALI DAİRE,No type,No tag,30000,"Yahya Kemal, Kağıthane",1+1,91
Avcılar Merkez'de Eşyalı düz giriş 2+1 Kiralık Daire,No type,No tag,13000,"Merkez, Avcılar",2+1,90
ACIBADEM VE KOŞUYOLU'NUN ORTASINDA 2+1 KİRALIK DAİRE,No type,No tag,25000,"Acıbadem, Kadıköy",2+1,70
KURUMSAL FİRMALARA KDV AVANTAJLI FATURALAR DAHİL EŞYALI,No type,No tag,15000,"Mehterçeşme, Esenyurt",1+0,45
Basın Ekspres Toya Next 2+1 Kiralık Daire/Ofis,No type,No tag,25000,"15 Temmuz, Bağcılar",2+1,140
FDN'den Etiler Alkent Karşısı Kiralık 2+1 Tamamen Yenilenmiş,No type,No tag,55000,"Akat, Beşiktaş",2+1,95
KEMERBURGAZDA MÜSTAKİL TADINDA 2+1 KİRALIK BAHÇE KATI,No type,No tag,20000,"Mithatpaşa, Eyüpsultan",2+1,90
VADi İSTANBUL YAKINI GÜVENLİKLİ RESİDANSTA METROYA YAKIN,No type,No tag,30000,"Yahya Kemal, Kağıthane",1+1,86
HİCRET EMLAKTAN GAYRİMENUL'DEN 85 M2 KİRALIK DAİRE DÜZ GİRİŞ,No type,No tag,10000,"Fatih, Esenler",2+1,85
SAHRAYICEDİDde Arakat 3+1 OtoParklı,No type,No tag,25000,"Sahrayı Cedit, Kadıköy",3+1,90
ÖNCÜ TERAS EVLERİNDE SIFIR KİRALIK EŞYALI DAİRE,No type,No tag,25000,"Cumhuriyet, Küçükçekmece",2+1,130
Kadıköy Kuşdili Caddesi'nde Balkonlu Kiralık 2+1 Daire,No type,No tag,20500,"Osmanağa, Kadıköy",2+1,90
NİVO İSTANBUL'DA KİRALIK 1+1 BÜYÜK TİP AVM CEPHE DAİRE,No type,No tag,14000,"İnönü, Küçükçekmece",1+1,65
MECİDİYEKÖY ÇEVRE HASTANESİ YAKINI 3+1 KİRALIK DAİRE,No type,No tag,30000,"Mecidiyeköy, Şişli",3+1,115
DAĞISTAN GAYRİMENKUL FLORYA'DA 2+1 110M2 BAHÇELİ KİRALIK DAİRE,No type,No tag,23000,"Şenlikköy, Bakırköy",2+1,120
BÜYÜKDERE FERAH SİTESİ'NDE DENİZ MANZARALI KİRALIK ARA KAT DAİRE,No type,No tag,65000,"Büyükdere, Sarıyer",3+1,120
Yakamozd'dan Bagcılar Devlet Hastanesine Yürüme Mesafesinde 3+1,No type,No tag,12000,"Gençosman, Güngören",3+1,115
VADi İSTANBUL YAKINI GÜVENLİKLİ RESİDANSTA METROYA YAKIN,No type,No tag,25000,"Yahya Kemal, Kağıthane",1+1,86
TORUNLAR EMLAKTAN KİRALIK 2+1 BAHÇE KAT DAİRE HÜRRİYET MAH.,No type,No tag,9500,"Hürriyet, Bahçelievler",2+1,80
Esenyurt Güzelyurt'ta Kiralık 2+1 1 . kat Daire metrobüs e yakın,No type,No tag,15000,"Güzelyurt, Esenyurt",2+1,90
MARMARA PARK AVM KARŞISI METROBÜSE YÜRÜME MESAFESİN KİRALIK 1+1,No type,No tag,20000,"Barış, Beylikdüzü",1+1,45
Avcılar Denizköşkler'de Kiralık Daire,No type,No tag,10000,"Denizköşkler, Avcılar",2+1,100
Beylikdüzü metrobüs ilk durakta eşyalı çok temiz 1+1,No type,No tag,11000,"Gökevler, Esenyurt",1+1,70
KARTAL DÜNYA ŞEHİR'DE SİTE İÇİ HAVUZLU 2+1 KİRALIK DAİRE,No type,No tag,25000,"Hürriyet, Kartal",2+1,120
KOŞUYOLU'NDA SİTE İÇERİSİNDE GENİŞ 3+1 BALKONLU BOŞ DAİRE,No type,No tag,24000,"Barbaros, Üsküdar",3+1,120
İstanbul Çınar mah kiralık 2+1 daire,No type,No tag,11000,"Çınar, Esenyurt",2+1,140
Avcılar Gümüşpala'da Kiralık Daire,No type,No tag,10000,"Gümüşpala, Avcılar",3+1,150
ESENYURT ANA CADDE ÜZERİ SİTE İÇİ FULL EŞYALI KİRALIK 1+1 DAİRE,No type,No tag,13000,"Sultaniye, Esenyurt",1+1,80
NEBA GARDEN NİVO İSTANBUL'DA AVM CEPHE KİRALIK 2+1 DAİRE,No type,No tag,18000,"İnönü, Küçükçekmece",2+1,84
Fatih Kocamustafapaşada Deniz Manzaralı 2+1 Eşyalı Kiralık Daire,No type,No tag,24000,"Koca Mustafapaşa, Fatih",2+1,95
BEŞİKTAŞ HÜSNÜ SAVMAN SOKAKTA  2 + 1 KAT,No type,No tag,12000,"Cihannüma, Beşiktaş",2+1,65
REMAXGOLD PEGA KARTAL OFİS KULLANIMA UYGUN 1+1 BAHÇE KATI,No type,No tag,20000,"Soğanlık Yeni, Kartal",1+1,65
Beylikdüzü İhlas Marmara Evleri 2 kısım Kiralık 2+1 Daire,No type,No tag,15000,"Kavaklı, Beylikdüzü",2+1,85
Gaziosmanpaşa Barbaros Hayrettinpaşa'da Kiralık Daire,No type,No tag,19000,"Barbaros Hayrettinpaşa, Gaziosmanpaşa",2+1,95
Avcılar Gümüşpala'da Kiralık 3+1Daire,No type,No tag,12000,"Gümüşpala, Avcılar",3+1,120
Ağaoğlu Çekmeköy Park Full Eşyalı 2+1 Kiralık #1386,No type,No tag,41490,"Mehmet Akif, Çekmeköy",2+1,84
Pendik Marmaray'a Yürüme Mesafesinde 1+1 Kiralık Daire,No type,No tag,18000,"Batı, Pendik",1+1,55
Erenköy Caddeye Yakın Full Eşyalı 4+1 Kiralık #1383,No type,No tag,71990,"Erenköy, Kadıköy",4+1,192
"All İncl. Sea View Furnished Flat in a New Building, Cihangir",No type,No tag,35000,"Pürtelaş Hasan Efendi, Beyoğlu",1+1,55
Fenerbahçe Deniz Manzaralı Full Eşyalı 3+1 Kiralık #1376,No type,No tag,99990,"Fenerbahçe, Kadıköy",3+1,132
MEGA TEAM'DEN PETROL İŞTE İÇİ YENİLENMİŞ 3+1 DAİRE,No type,No tag,20000,"Petroliş, Kartal",3+1,120
SARIYER MERKEZ'DE SAHİLE YÜRÜME MESAFESİNDE 1+1 GİRİŞ KAT DAİRE,No type,No tag,15500,"Merkez, Sarıyer",1+1,55
Avcılar merkez mahallesinde 3+1 Dublex kiralık daire,No type,No tag,13000,"Merkez, Avcılar",3+1,135
Sarıyer İstinye'de 3+1 Kiralık Daire,No type,No tag,35000,"İstinye, Sarıyer",3+1,150
Cute and Quiet One Bedroom Flat for Rent,No type,No tag,16000,"Gümüşsuyu, Beyoğlu",1+1,50
"Fully Furnished, 2 Bedroom Flat in a New Building, KurtuluşFavor",No type,No tag,23000,"Bozkurt, Şişli",2+1,70
"All incl. Exquisite Fully Furnished Flat in Cihangir, Beyoğlu",No type,No tag,37500,"Pürtelaş Hasan Efendi, Beyoğlu",3+1,80
Spacious and Comfortable Flat for Rent in Cihangir,No type,No tag,50000,"Pürtelaş Hasan Efendi, Beyoğlu",3+1,135
Spacious and Comfortable Flat for Rent in Cihangir,No type,No tag,57250,"Pürtelaş Hasan Efendi, Beyoğlu",3+1,135
Sea View Furnished Flat in Cihangir,No type,No tag,27000,"Pürtelaş Hasan Efendi, Beyoğlu",1+1,65
BOĞAZ MANZARALI 4+1 KİRALIK BAHÇE DUBLEKSİ,No type,No tag,60000,"Maden, Sarıyer",4+1,220
HİCRET EMLAKTAN GAYRİMENUL'DEN 85 M2 KİRALIK DAİRE BAHÇE KAT,No type,No tag,9500,"Nine Hatun, Esenler",2+1,85
Fİ LİFE SİTESİNDE KİRALIK 1+1 75 m2 DAİRE,No type,No tag,9000,"Zafer, Esenyurt",1+1,75
Göktürk Palms Resıdence'de Kiralık 1+0(studıo)DAire,No type,No tag,23500,"Göktürk Merkez, Eyüpsultan",1+0,55
ESENYURT PİRİ REİSDE KİRALIK DAİRE METROBÜSE YAKIN SİTE İÇİNDE,No type,No tag,15000,"Piri Reis, Esenyurt",2+1,95
ESENYURT KİRALIKDAİRE SİTE İÇERİSİN DE,No type,No tag,12000,"Talatpaşa, Esenyurt",2+1,105
AKEVLER DE BUTİK SİTE İÇERİSİN DE METROBÜSE YAKIN KİRALIK DAİRE,No type,No tag,13000,"Akevler, Esenyurt",2+1,100
Nexonya Element Metroya 5 dk Mesafede SIFIR 2+1 Kiralık Daire,No type,No tag,29000,"Aşağı Dudullu, Ümraniye",2+1,97
Cozy and Quiet 1 Bedroom Flat for Rent,No type,No tag,16000,"Gümüşsuyu, Beyoğlu",1+1,55
NİŞANTAŞI VALİKONAĞI CADDESİNDE KİRALIK 4+1 DAİRE,No type,No tag,70000,"Teşvikiye, Şişli",4+1,200
YAHYA KEMAL'DE KİRALIK DUBLEX DAİRE,No type,No tag,18500,"Yahya Kemal, Kağıthane",3+1,95
"Fully furnished, 2 bedrooms Flat for Rent İn Cihangir/ all incl.",No type,No tag,32000,"Cihangir, Beyoğlu",2+1,80
ESENYURT KİRALIK DAİRE BAHÇEKATI 2+1,No type,No tag,6500,"Mehmet Akif Ersoy, Esenyurt",2+1,85
Kartal Petrolişde Asansörlü Balkonlu Kiralık 2+1 85M2 Yeni Daire,No type,No tag,22000,"Petroliş, Kartal",2+1,85
TÜRKİYE EMLAK FATİH MAH 2+1 100m2 MASRAFSIZ 2.KAT KİRALIK DAİRE,No type,No tag,12000,"Fatih, Esenler",2+1,100
2+1 EŞYALI KİRALIK SANCAKTEPE SARIGAZİ REMAX TERMİNAL,No type,No tag,22000,"Atatürk, Sancaktepe",2+1,110
MİLLET BAHÇESİNE KOMŞU 2+1 KİRALIK ARAKAT DAİRE,No type,No tag,13500,"Mimar Sinan, Sultanbeyli",2+1,77
All Inclusive Furnished Flat in Best Location,No type,No tag,22500,"Kuloğlu, Beyoğlu",1+1,50
ATAŞEHİR METROPOL 600M2 PENTHOUSE DUBLEKS EŞYALI KİRALIK,No type,No tag,600000,"Atatürk, Ataşehir",7+2,600
DENİZ İSTANBUL SEDEF BLOKLARI MUHTEŞEM DENİZ MANZARALI,No type,No tag,55000,"Marmara, Beylikdüzü",3+1,210
ŞİŞHANE METRO KARŞISI YÜKSEK TAVANLI DEKORASYONLU EŞYALI DAİRE,No type,No tag,70000,"Evliya Çelebi, Beyoğlu",3+1,100
GAYRETTEPE'DE 3+1 EŞYALI OTOPARK GÜVENLİK YENİ BİNA 185m2 KİRALK,No type,No tag,75000,"Gayrettepe, Beşiktaş",3+1,185
SİMA YAPI'DAN MEHTERÇEŞME MAHALLESİ 1+1 YENİ BİNADA KİRALIK DAİRE,No type,No tag,12500,"Mehterçeşme, Esenyurt",1+1,70
Çamlık manzarası-orman havası ile masrafsız 3+1 daire,No type,No tag,18000,"Barış, Beylikdüzü",3+1,145
"Unfurnished, 1 bedroom Flat for Rent in Cihangir",No type,No tag,20000,"Firuzağa, Beyoğlu",1+1,60
"CİHANGİR FİRUZAĞA' DA, MEYDANA 100 M.MESAFEDE, EŞYALI 2+1",No type,No tag,26500,"Firuzağa, Beyoğlu",2+1,120
Şişli Ortaklar Caddesinde 1+1 Kiralık Daire,No type,No tag,22000,"Fulya, Şişli",1+1,75
Eyüpsultan İslambey Caddesinde Kiralık 3+1 Eşyalı Daire,No type,No tag,25000,"İslambey, Eyüpsultan",3+1,110
SANCAKTEPE ÖZYURTLAR MOZAİK SİTESİ 2. ETAP'TA KİRALIK 2+1 DAİRE,No type,No tag,18000,"Abdurrahmangazi, Sancaktepe",2+1,93
"2 Bedroom, Furnished Flat in Cihangir for Rent",No type,No tag,30000,"Firuzağa, Beyoğlu",2+2,80
ESENYURT ŞEHİTLER MH KİRALIK ÇATIKATI,No type,No tag,7000,"Şehitler, Esenyurt",2+1,85
"Flat for Rent in the Center of Cihangir, 1 bedroom with a Patio",No type,No tag,30000,"Cihangir, Beyoğlu",1+1,55
Çukurcuma'da Merkezi Konumlu Kiralık,No type,No tag,21000,"Firuzağa, Beyoğlu",2+1,60
All Inclusive Very Well Located Furnished Cihangir apt,No type,No tag,30000,"Kılıçali Paşa, Beyoğlu",1+1,55
Olimpa Park Residance 3+1 Full Eşyalı Kiralık Daire - NEW INN,No type,No tag,29500,", Başakşehir",3+1,140
METROBÜSE 3DK ASANSÖRLÜ 3+1 135M2 KİRALIK DAİRE,No type,No tag,18000,"Şirinevler, Bahçelievler",3+1,135
ESENYURT TALATPAŞA KİRALIK DAİRE,No type,No tag,12000,"Talatpaşa, Esenyurt",2+1,88
KARTAL KORDONBOYUNDA EŞYALI KİRALIK 2+1 DAİRE,No type,No tag,18500,"Kordonboyu, Kartal",2+1,80
Şişli Kurtuluş Cad. Üzeri Kiralık 3+1 Eşyalı 150m2 Daire,No type,No tag,30000,"Eskişehir, Şişli",3+1,150
Esenler Tuna'da Kiralık Daire,No type,No tag,10000,"Tuna, Esenler",2+1,90
KARTAL KORDONBOYU MAH.AKVARYUM SİTESİNDE KİRALIK DAİRE,No type,No tag,26000,"Kordonboyu, Kartal",3+1,120
Grand Başakşehir Residences 1+1 Eşyalı Kiralık Daire - NEW INN,No type,No tag,16500,", Başakşehir",1+1,55
Ağaoğlu Maslak My Home 6+1 Kiralık Full Eşyalı Daire - NEW INN,No type,No tag,90000,"Ayazağa, Sarıyer",6+1,315
"Uygun Fiyatlı 120 m2 Daire - Mustafa Kemal Paşa Mah, Giriş Kat""",No type,No tag,11000,"Mustafa Kemal Paşa, Arnavutköy",2+1,120
Avangart İstanbul Residence 2+1 Eşyalı Kiralık Daire - NEW INN,No type,No tag,48000,"Seyrantepe, Kağıthane",2+1,70
Avangart İstanbul 3+1 Full Eşyalı Kiralık Daire - NEW INN,No type,No tag,58000,"Seyrantepe, Kağıthane",3+1,145
Avangart İstanbul Residence 4+1 Eşyalı Kiralık Daire - NEW INN,No type,No tag,80000,"Seyrantepe, Kağıthane",3+1,210
Air Başakşehir Residence 2+1 Eşyalı Kiralık Daireler - NEW INN,No type,No tag,30000,", Başakşehir",2+1,75
105 M2 2+1 METROYA YAKIN YÜKSEK GİRİŞ يصلح للاجانب,No type,No tag,10000,"100. Yıl, Bağcılar",2+1,105
Fatih Vatan caddesi 1 dakika yürümesin kiralık 1 + 1 giriş daire,No type,No tag,14000,"Hırka-i Şerif, Fatih",1+1,80
Mashattan Residence 3+1 Kiralık Full Eşyalı Daire - NEW INN,No type,No tag,65000,"Maslak, Sarıyer",3+1,175
PENDİK UZMANI CEMAL KINAY'DAN BATI MAH. KİRALIK DAİRE,No type,No tag,16000,"Batı, Pendik",3+1,120
Grand Başakşehir Residence 1+1 Eşyalı Kiralık Daire - NEW INN,No type,No tag,16500,", Başakşehir",1+1,55
YEDİTEPE VADİ KONAKLARINDA DENİZ MANZARALI 5+2 KİRALIK DAİRE,No type,No tag,32500,"Kavaklı, Beylikdüzü",5+2,200
MALL OFF İSTANBULADA KİRALIK 3+1 DAİRE,No type,No tag,40000,"İkitelli OSB, Başakşehir",3+1,200
Fener Merkez'de 2+1,No type,No tag,10000,"Balat, Fatih",2+1,90
Çengelköy ATA -2 sitesinde kiralık daire,No type,No tag,25000,"Bahçelievler, Üsküdar",3+1,110
ŞİŞLİ OSMANBEYDE 4+1 KİRALIK DAİRE METROYA 5 DAKİKA ASANSÖRSÜZ,No type,No tag,33500,"Merkez, Şişli",4+1,160
G Yoo Residence 2+1 Kiralık Full Eşyalı Daireler - NEW INN,No type,No tag,23000,"Mahmutbey, Bağcılar",2+1,110
Fortis Sinanlı Kadıköy 2+1 Eşyalı Kiralık Daire - NEW INN,No type,No tag,45000,"Fikirtepe, Kadıköy",2+1,140
Taksim Petek Residence 1+1 Lüks Eşyalı Kiralık Daire - NEW INN,No type,No tag,45000,"İnönü, Şişli",1+1,70
Avrasya Başakşehir Residence 2+1 Eşyalı Kiralık Daire - NEW INN,No type,No tag,29000,"Kayabaşı, Başakşehir",2+1,125
Fortis Sinanlı Kadıköy 2+1 Full Eşyalı Kiralık Daire - NEW INN,No type,No tag,39000,"Fikirtepe, Kadıköy",2+1,125
PENDİK KURTKÖY ÇAMLIKTA KİRALIK EŞYALI 2+1 ARAKAT DAİRE,No type,No tag,25000,"Çamlık, Pendik",2+1,110
DRAGOS KOÇ EMLAKTAN İŞYERİNE(BÜRO OLARAK) KİRALIK VİLLA DAİRESİ,No type,No tag,55000,"Orhantepe, Kartal",2+1,90
Balat Merkez'de 2+1,No type,No tag,10000,"Ayvansaray, Fatih",2+1,95
Taksim Galata 1+1 Kiralık Eşyalı Daire - Her Şey Dahil - NEW INN,No type,No tag,40000,"Hacımimi, Beyoğlu",1+1,85
Kartal Esentepe'de Kiralık EŞYALI Daire,No type,No tag,22000,"Esentepe, Kartal",3+1,170
G Yoo Residence 1+1 Full Eşyalı Kiralık Daire - NEW INN,No type,No tag,16000,"Mahmutbey, Bağcılar",1+1,70
BAŞAKŞEHİR GÖÇMEN KONUTLARIN'DA KİRALIK 2+1 70m2 BALKONLU DAİRE,No type,No tag,15000,"Başak, Başakşehir",2+1,80
ESENYURT MERTLİFE 1+0 FULL EŞYALI FATURALAR DAHİL,No type,No tag,15000,"Mehmet Akif Ersoy, Esenyurt",1+1,35
Esenyurt Güzelyurt'ta eşyalı Kiralık Daire,No type,No tag,10000,"Güzelyurt, Esenyurt",1+1,60
ÇEKMEKÖY AYDINLAR MH CUMHURİYET CD KİRALIK 2+1 DAİRE,No type,No tag,17000,"Aydınlar, Çekmeköy",2+1,95
1.ULUS AKTİVİTELİ SİTE DE MODERN 180 M2 EŞYALI KİRALIK DAİRE,No type,No tag,180000,"Ulus, Beşiktaş",3+1,180
Mesa Panorama'da Yüksek Katta Yeni Deniz Gören Balkonlu 3+1Daire,No type,No tag,60000,"Zümrütevler, Maltepe",3+1,169
MÜLÜM EMLAKTAN EŞYALI KİRALIK 1+1 DAİRE,No type,No tag,10000,"Turgut Özal, Esenyurt",1+1,65
CİHANGİR MERKEZİ KONUMDA KİRALIK 2+1 GİRİŞ KATI DAİRE,No type,No tag,8500,"Cihangir, Avcılar",2+1,80
Ortaköy sahile yürüme mesafesinde Full Deniz manzaralı 4+1 daire,No type,No tag,75000,"Mecidiye, Beşiktaş",4+1,210
Sarıyer Yeniköy'de 2+1  Kiralık Daire,No type,No tag,35000,"Yeniköy, Sarıyer",2+1,95
"Cevahir AVM Yanı Başında, Tüm Odaları Aydınlık Yenilenmiş Dublex",No type,No tag,37500,"Fulya, Şişli",3+1,120
TRUMP AVM ARKASI GENİŞ 1+1 AYRI MUTFAKLI KİRALIK,No type,No tag,12000,"Mecidiyeköy, Şişli",1+1,75
BEYKENT ÜNİVERSİTESİ YANI METROBÜSE 100 METRE MERKEZDE 3+1=145,No type,No tag,18000,"Adnan Kahveci, Beylikdüzü",3+1,145
Yenibosna Hürriyet mahallesinde 2+1 kiralık daire ara kat,No type,No tag,12000,"Hürriyet, Bahçelievler",2+1,90
SÜMBÜL EFENDİ MERKEZİ KONUM 3.KAT ÇİFT CEPHE BALKONLU,No type,No tag,15000,"Sümbül Efendi, Fatih",3+1,130
GÖKTÜRK'ÜN MERKEZİ IRMAK KONAKLARINDA 120 M2 KİRALIK 2+1 DAİRE,No type,No tag,36500,"Göktürk Merkez, Eyüpsultan",2+1,120
"Kiptaş 1. Etap,da 2+1 75 m2 Tuzla Şifa'da Kiralık Daire",No type,No tag,13500,"Şifa, Tuzla",2+1,75
3+1 130 m2 Kiliçarslan SitesiSilivri Sancaktepe'de Kiralık Daire,No type,No tag,12000,"Sancaktepe, Silivri",3+1,130
Büyükçekmece Güzelsu Sahil Sitesi Kiralık Eşyalı Dublex,No type,No tag,40000,"Mimar Sinan Merkez, Büyükçekmece",4+2,420
"NİŞANTAŞI TARİHİ BİNADA, ÖZEL DEKORASYONLU, EŞYALI KİRALIK 4+1",No type,No tag,170000,"Halaskargazi, Şişli",4+1,220
"4.Levent Çeliktepe Full Eşyalı 1+1 Kiralık,Sıfır Bina,Metro 5 Dk",No type,No tag,27000,"Çeliktepe, Kağıthane",1+1,75
KARTAL MERKEZDE 3+1 KOMBİLİ KİRALIK DAİRE,No type,No tag,12000,"Yukarı, Kartal",3+1,100
BAHÇEŞEHİRDE  KİRALIK BOŞ YENİ 2+1 DAİRE,No type,No tag,17000,"Bahçeşehir 2. Kısım, Başakşehir",2+1,95
Metro Yakınında Kiralık 2+1 75 m2 Temiz Bahçe katı Daire,No type,No tag,10000,", Bahçelievler",2+1,75
ANKA BİRLEŞİK EMLAK OFİSİNDEN BEDİA AY'DAN 4+2 KİRALIK DAİRE.,No type,No tag,24500,"Cumhuriyet, Üsküdar",4+2,150
TÜRKİYE EMLAK FATİH MAH 2+1 BAHÇE KAT 90m2 KİRALIK DAİRE,No type,No tag,12000,"Fatih, Esenler",2+1,90
Çiftçi Tower Residence Yetkiliden 578m2 Kiralık Penthouse / LUX,No type,No tag,650000,"Nisbetiye, Beşiktaş",8+1,578
"4. Levent Çeliktepe Eşyalı 2+1 Kiralık, Sıfır Bina, Metro 5 Dk",No type,No tag,29000,"Çeliktepe, Kağıthane",2+1,85
"4.Levent Çeliktepe Full Eşyalı Kiralık 4+1 Daire,M2 Metro 10 dk",No type,No tag,29500,"Çeliktepe, Kağıthane",4+1,180
FULL HALİÇ MANZARALI YENİ BİNA KİRALIK 2+1 DAİRE,No type,No tag,18500,"Merkez, Eyüpsultan",2+1,95
Bayrak emlaktan Bağcılar Çınar'da Kiralık Daire 3+1 115m2,No type,No tag,18000,"Çınar, Bağcılar",3+1,125
Bahçelievler Siyavuşpaşa Kiralık 2+1 Kombili 115 m2 Ferah Daire,No type,No tag,14000,"Siyavuşpaşa, Bahçelievler",2+1,115
Başokur'dan Bahçelievler Soğanlı Genç Binada 2+1 Kiralık Daire,No type,No tag,10000,"Soğanlı, Bahçelievler",2+1,78
Air Başakşehir 1+1 Full Eşyalı Kiralık Daireler - NEW INN,No type,No tag,17500,", Başakşehir",1+1,55
TÜRKİYE EMLAK FATİH 1+1 75m2 5.KAT KİRALIK DAİRE,No type,No tag,9000,"Fatih, Esenler",1+1,75
Esenler Birlik mahallesinde kiralık Daire,No type,No tag,7500,"Birlik, Esenler",2+1,110
Suadiye Sahil Sitesi'nde Kiralık Daire,No type,No tag,230000,"Suadiye, Kadıköy",3+1,180
İstinyepark Evleri Yetkiliden 3+1 Kiralık Düz Salonlu Daire / LUX,No type,No tag,160000,"Pınar, Sarıyer",3+1,200
Ağaoğlu Maslak My Home 6+1 Kiralık Full Eşyalı Daire - NEW INN,No type,No tag,90000,"Ayazağa, Sarıyer",6+1,310
G Yoo Residence 1+1 Full Eşyalı Kiralık Daire - NEW INN,No type,No tag,16000,"Mahmutbey, Bağcılar",1+1,70
"Bahçelievler Kiralık Daire, 3+1 Kombili 4.kat Asansörlü 115 m2",No type,No tag,15000,"Siyavuşpaşa, Bahçelievler",3+1,115
EMİRGAN REŞİTPAŞA'DA 2+1 KÖPRÜ MANZARALI KİRALIK DAİRE,No type,No tag,22000,"Reşitpaşa, Sarıyer",2+1,110
Sarıyer Kumköy'de  1+1 Kiralık Daire,No type,No tag,17000,"Kumköy, Sarıyer",1+1,75
"RUMELİ CADDESİ ÜZERİNDE EŞYALI KİRALIK, YENİ DEKORASYONLU 2+1",No type,No tag,39000,"Cumhuriyet, Şişli",2+1,100
Z.Burnu Beştelsiz mahallesinde  site  içinde 2+1 kiralık Daire,No type,No tag,30000,"Beştelsiz, Zeytinburnu",2+1,117
Şişlide Yeni Binada Kapalı Otoparklı 1+1 Kiralık Daire,No type,No tag,25000,"Mecidiyeköy, Şişli",1+1,75
BÜYÜK YALI'DA KIRALIK LÜKS EŞYALI 2.5 +1 DAİRE DENiZ MANZARLI,No type,No tag,139000,"Kazlıçeşme, Zeytinburnu",2+1,170
G Yoo Residence 2+1 Kiralık Full Eşyalı Daire - NEW INN,No type,No tag,23000,"Mahmutbey, Bağcılar",2+1,85
